a_cup	一杯
carbon_market	碳市场

carbon_offset	碳补偿

carbon_paper	复写纸

carbon_steel	碳素钢

carbon_tax	碳税

carbon_trading	碳交易

card	卡

card_game	纸牌游戏

card_table	卡表

cardinal	枢机主教

cardinal_bishop	红衣主教

cardinal_rule	基本法则

care	关心

care_bears	护理熊

care_package	护理包

career	事业

career_criminal	职业罪犯

careers	职业生涯

caretaker	管理人

cargo	货物

cargo_cult	货物崇拜

cargo_hold	货舱

cargo_pants	工装裤

cargo_ship	货船

cargo_vessel	货船

carl	卡尔

carnival	狂欢

carol	颂歌

carpenter	木匠

carpet	地毯

carr	卡尔

carrier	支架

carrier_bag	购物袋

carrier_wave	载波

carry	携带

carrying	携带

cart	大车

cartel	卡特尔

carter	卡特

cartoon	动画片

cartoon_character	卡通人物

case	案件

case_history	病历

case_law	判例法

case_report	案例报告

case_study	案例分析

cash	现金

cash_box	钱箱

cash_cow	摇钱树

cash_crop	经济作物

cash_flow	现金周转

cash_machine	取款机

cash_money	现金

cash_position	现金状况

cash_register	收银机

casino	赌场

cast	投

casting	铸件

casting_agent	铸造剂

castle	城堡

casual	随便

casual_game	休闲游戏

casualty	受害者

cat	猫

cat_food	猫食

cat_lady	猫咪夫人

catalog	目录

catastrophe	灾难

catastrophe_theory	突变理论

catch	抓住

catch_phrase	流行语

catcher	捕手

category	类别

category_theory	范畴论

cathedral	大教堂

cathedral_city	大教堂城

cattle	黄牛

cattle_car	牛车

cattle_dog	牛狗

cattle_drive	牛驱动器

cattle_station	养牛场

caucus	预备会议

cause	原因

caution	警告

cavalry	骑兵

cave	洞穴

cave_bear	洞熊

cave_painting	石洞壁画

ceasefire	停火

cedar	雪松

ceiling	天花板

ceiling_fan	吊扇

celebration	庆典

celebrity	名人

celestial_body	星体

cell	细胞

cell_death	细胞死亡

cell_division	细胞分裂

cell_line	细胞系

cell_phone	手机

cell_theory	细胞理论

cell_wall	细胞壁

cellular	细胞的

celsius	摄氏

cement	水泥

cemetery	公墓

censorship	审查

census	人口调查

cent	一分钱

center	中央

center_back	中后卫

center_field	中心场

center_fielder	中心守场员

center_stage	中心舞台

central_bank	中央银行

centre	中央

centre_back	中后卫

centre_circle	中心圆

centre_half	中心一半

centre_stage	中心舞台

centrist	中间派

century	世纪

century_egg	世纪蛋

ceremonial	仪式

ceremony	仪式

certainty	肯定

certificate	证书

certificate_authority	证书颁发机构

certification	证明

chad	乍得

chain	链

chain_gang	链帮

chain_gun	链枪

chain_letter	连锁信

chain_mail	锁子甲

chain_reaction	连锁反应

chain_saw	链锯

chain_store	连锁店

chair	椅子

chair_lift	升降椅

chairman	主席

chairwoman	女主席

challenge	挑战

challenger	挑战者

chamber	室

chamber_ensemble	室内乐团

chamber_music	室内乐

chamber_orchestra	室内乐团

chambers	室

champ	冠军

champagne	香槟酒

champion	冠军

championship	锦标赛

chan	陈

chance	机会

chancellor	校长

chandler	钱德勒

chang	昌

change	更改

change_management	更换管理层

channel	渠道

chanting	诵经

chaos	混沌

chaos_theory	混沌理论

chapel	教堂

chapman	查普曼

chapter	章节

chapter_house	章屋

character	字符

character_actor	角色演员

character_actress	角色女演员

character_assassination	人物暗杀

character_class	人物类

character_reference	角色参考

character_set	字符集

characteristic	特性

charge	收费

charge_density	电荷密度

charging	充电

charismatic	魅力

charitable_organization	慈善组织

charity	慈善机构

charity_shop	慈善商店

charlotte	夏洛特

charm	魅力

charm_offensive	魅力攻势

charm_school	魅力学校

chart	图表

charter	宪章

charter_school	特许学校

charwoman	女佣

chase	追

chat	聊

chat_line	聊天专线

chat_room	聊天室

chat_show	访谈节目

cheap	贱

cheating	作弊

check	校验

checking	检查

checking_account	支票账户

checkpoint	检查站

cheer	欢呼

cheese	起司

chef	厨师

chemical	化学

chemical_agent	化学剂

chemical_bond	化学键

chemical_change	化学变化

chemical_composition	化学成分

chemical_compound	化学合成物

chemical_element	化学元素

chemical_energy	化学能源

chemical_engineer	化学工程师

chemical_engineering	化学工程

chemical_equation	化学方程式

chemical_formula	化学式

chemical_law	化学法

chemical_physics	化学物理学

chemical_plant	化工厂

chemical_property	化学性质

chemical_reaction	化学反应

chemical_rocket	化学火箭

chemical_species	化学种类

chemical_structure	化学结构

chemical_substance	化学物质

chemical_warfare	化学战

chemical_weapon	化学武器

chemistry	化学

cheng	程

cherry	樱桃

cherry_bomb	樱桃炸弹

cherry_red	樱桃红

cherry_tree	樱桃树

cherry_wood	樱桃木

chess	棋

chess_boxing	象棋拳击

chess_master	国际象棋大师

chess_piece	棋子

chess_player	棋手

chess_set	国际象棋

chest	胸部

chest_hair	胸毛

chest_wall	胸壁

chi	志

chicken	鸡

chicken_breast	鸡胸肉

chicken_feed	鸡饲料

chicken_leg	鸡腿

chicken_soup	鸡汤

chicken_wing	鸡翅

chicken_wire	鸡丝

chief	首席

chief_executive	首席执行官

chief_executive_officer	首席执行官

chief_god	首席神

chief_scientist	首席科学家

child	儿童

child_abuse	虐待儿童

child_benefit	儿童福利

child_bride	儿童新娘

child_labor	童工

child_pornography	儿童色情

child_prostitution	儿童卖淫

child_rape	儿童强奸

child_support	子女抚养费

childhood	童年

chile	智利

chile_pepper	辣椒

chin	下巴

china	中国

chip	芯片

chip_shop	薯条店

chip_shot	筹码射击

chocolate	巧克力

chocolate_bar	巧克力吧

chocolate_chip	巧克力片

chocolate_milk	巧克力牛奶

chocolate_spread	巧克力酱

choice	选择

choice_theory	选择理论

choir	唱诗班

cholera	霍乱

cholesterol	胆固醇

chorus	合唱

chorus_line	合唱线

christ	基督

christie	克里斯蒂

chronic	慢性

chronicle	编年史

chuck	夹头

church	教会

church_service	教堂服务

cigarette	香烟

cinema	电影

circle	圈

circle_segment	圆弧段

circles	界

circuit	电路

circuit_board	电路板

circuit_court	巡回法庭

circuit_race	巡回赛

circuit_rider	赛车手

circuit_training	循环训练

circular	圆

circulation	循环

circumstance	环境

circus	马戏团

cisco	思科

citation	引用

cites	引用

citizen	公民

citizen_journalism	公民新闻

citizenry	公民

citizenship	国籍

city	市

city_administrator	城市管理员

city_block	城市街区

city_boy	城市男孩

city_center	市中心

city_council	市议会

city_father	城市之父

city_girl	城市女孩

city_hall	市政府

city_state	市，州

civic_crown	公民冠

civil_engineer	土木工程师

civil_engineering	土木工程

civil_law	民法

civil_rights	公民权利

civil_servant	公务员

civil_service	公务员

civil_society	文明社会

civil_union	公民联盟

civil_war	内战

civilian	平民

civilization	文明

claim	要求

clan	氏族

clarence	克拉伦斯

clash	冲突

class	类

class_action	集体诉讼

class_struggle	阶级斗争

class_warfare	阶级战争

classic	经典

classic_rock	经典摇滚

classical_music	古典音乐

classification	分类

classification_scheme	分类方案

classified	分类

classroom	课堂

clause	条款

clay	粘土

clean	清洁

cleaner	清洁器

cleaning	清洁的

cleanup	清理

clearance	净空

clearing	空地

clearing_bank	清算银行

clearing_house	交换所

clergy	牧师

clergyman	牧师

cleric	牧师

clerk	书记

click	点击

client	客户

clientele	客户

cliff	悬崖

climate	气候

climate_change	气候变化

climate_control	气候控制

climb	爬

climbing	攀登

clinch	成交

clinic	诊所

clinical_psychology	临床心理学

clip	夹

clip_art	剪贴画

clique	集团

clock	时钟

clock_face	钟面

clock_speed	时钟速度

clock_tower	钟楼

cloning	克隆

close	关

closed_circuit	闭路

closer	接近

closing	关闭

closing_time	关闭时间

closure	关闭

cloth	布

clothes	衣服

clothes_line	晾衣绳

clothes_shop	服装店

clothing	服装

cloud	云

cloud_base	云底

cloud_cover	云盖

clout	影响力

club	俱乐部

club_foot	球杆脚

club_kid	俱乐部小子

clubhouse	俱乐部

cluster	簇

cluster_analysis	聚类分析

cluster_bomb	集束炸弹

coach	教练

coal	煤

coal_bed	煤层

coal_gas	煤气

coal_mine	煤矿

coalition	联盟

coast	滨

coast_guard	海岸警卫队

coastline	海岸线

coat	涂层

coca	古柯

cocaine	可卡因

cockpit	座舱

cocktail	鸡尾酒

cocktail_party	酒会

cocoa	可可

code	码

code_enforcement	代码执行

code_name	代码名称

code_page	代码页

code_point	代码点

code_review	代码审查

code_signing	代码签名

coffee	咖啡

coffee_bar	咖啡厅

coffee_break	咖啡时间（休闲时光

coffee_house	咖啡屋

coffee_machine	咖啡机

coffee_maker	咖啡机

coffee_pot	咖啡壶

coffee_shop	咖啡店

coffee_table	咖啡桌

coffin	棺材

cohen	科恩

coin	硬币

coke	可乐

cola	可乐

cold	冷

cold_blood	冷血

cold_case	寒冷的情况

cold_front	冷锋

cold_fusion	冷聚变

cold_turkey	冷火鸡

cold_war	冷战

cole	油菜

collaboration	合作

collaborator	合作者

collapse	坍方

collar	领

colleague	同事

collect	收藏

collecting	搜集

collection	采集

collection_plate	收集板

collective	集体

collective_agreement	集体协议

collective_security	集体安全

collector	集电极

college	学院

collegiate	合议

collegiate_church	学院教堂

collins	柯林斯

collision	碰撞

collision_course	碰撞过程

cologne	科隆

colonel	陆军上校

colonial	殖民

colony	殖民地

color	颜色

color_bar	彩条

color_charge	彩色电荷

color_commentator	颜色评论员

color_space	色彩空间

color_television	彩色电视

color_wheel	色轮

colored	有色

colors	颜色

colour	颜色

colour_scheme	配色方案

colour_television	彩色电视

column	柱

columnist	专栏作家

combat	战斗

combat_boot	战斗靴

combat_sport	格斗运动

combatant	战斗

combination	组合

combination_lock	密码锁

combine	结合

come	来

comeback	回来

comeback_kid	卷土重来的孩子

comedian	喜剧演员

comedy	喜剧

comfort	安慰

comfort_food	舒适食品

comfort_zone	舒适区

comic	滑稽

comic_book	漫画书

comic_relief	漫画浮雕

comic_strip	连环漫画

coming	未来

command	命令

command_economy	计划经济

command_line	命令行

command_pattern	命令模式

command_performance	命令执行

commander	指挥官

commander_in_chief	总司令

comment	评论

commentary	评论

commentator	评论员

commerce	商业

commercial	广告

commercial_model	商业模式

commission	佣金

commissioned_officer	军官

commissioner	专员

commitment	承诺

committee	委员会

commodity	商品

commodity_exchange	商品交易

commodity_market	商品市场

common	共同

common_cause	常见的原因

common_ground	共同点

common_law	普通法

common_multiple	公倍数

common_name	通用名

commonwealth	联邦

commune	公社

communication	通讯

communicator	传播者

communique	公报

communism	共产主义

communist	共产

community	社区

community_card	社区卡

community_chest	公益金

community_college	社区大学

community_development	社区发展

community_ownership	社区所有权

community_service	社区服务

commuter	通勤

compact	紧凑

compact_car	紧凑型车

companion	伴侣

companion_animal	伴侣动物

company	公司

company_man	公司人

company_store	公司专卖店

company_time	公司时间

company_town	公司镇

comparison	对照

comparison_shopping	比较购物

compassion	同情

compatriot	国人

compensation	赔偿金

competition	竞争

competitiveness	竞争力

competitor	竞争者

compilation	汇编

complaint	抱怨

complement	补充

completion	完成

complex	复杂

complex_analysis	复杂分析

complex_number	复数

complex_plane	复杂平面

complexity	复杂

complexity_theory	复杂性理论

compliance	合规

component	零件

component_video	分量视频

composer	作曲家

composite	综合

composite_material	复合材料

composition	组成

composition_book	作文书

compound	复合

compound_bow	复合弓

compound_interest	复利

compound_sentence	复合句

compound_word	复合词

comprehensive	全面

comprehensive_school	综合学校

compromise	妥协

compulsory	义务

computer	电脑

computer_architecture	计算机架构

computer_chess	电脑象棋

computer_chip	电脑芯片

computer_engineering	计算机工程

computer_game	电脑游戏

computer_graphics	电脑图像

computer_language	电脑语言

computer_literacy	电脑知识

computer_model	电脑模型

computer_processor	电脑处理器

computer_program	计算机程序

computer_programming	电脑编程

computer_science	计算机科学

computer_scientist	电脑科学家

computer_security	电脑安全

computer_system	计算机系统

computer_virus	电脑病毒

computer_vision	计算机视觉

computing	计算

con	CON

con_artist	骗子

con_man	骗子

concentrate	浓缩

concentration	浓度

concentration_camp	集中营

concept	概念

concept_album	概念专辑

concept_art	概念艺术

concept_map	概念图

conceptualization	概念化

concern	关心

concert	音乐会

concert_hall	音乐厅

concession	让步

conclusion	结论

concrete	具体

condemnation	非难

condition	条件

conditioning	空调

conduct	进行

conductor	导体

cone	锥体

confederate	帮凶

confederation	联盟

conference	会议

conference_call	电话会议

confession	自白书

confidence	置信度

confidence_level	置信度

confidence_trick	信心技巧

configuration	组态

confirmation	确认

confirmation_name	确认名称

conflict	冲突

confluence	合流

confrontation	对抗

confusion	混乱

conglomerate	集团

congregation	集合

congress	国会

congressman	众议员

conjunction	连词

connection	连接

conquest	征服

conscience	良心

conscience_vote	良心投票

consciousness	意识

consensus	共识

consent	同意

consequence	后果

conservation	保护

conservation_biology	保护生物学

conservation_law	守恒定律

conservative	保守

consideration	考虑

consist	组成

consistency	一致性

console	安慰

consolidation	合并

consortium	财团

conspiracy	阴谋

conspiracy_theory	阴谋论

constant	不变

constituency	选民

constitution	宪法

constitutional	构成

constitutional_amendment	宪法修正案

constitutional_law	宪法

constitutional_monarchy	君主立宪制

construct	构造

construction	施工

construction_paper	施工图纸

construction_site	工地

consul	领事

consulate	领事馆

consult	请教

consultant	顾问

consultation	会诊

consumer	消费者

consumer_credit	消费信贷

consumption	消费

contact	联系

contact_language	接触语言

contact_lens	隐形眼镜

contact_sport	接触运动

container	容器

container_ship	集装箱船

contamination	污染

contemporary	现代的

contempt	鄙视

contender	竞争者

content	内容

content_farm	内容农场

content_word	内容词

contention	争夺

contest	比赛

contestant	选手

context	上下文

continent	大陆

continental	大陆

continental_divide	大陆鸿沟

continental_philosophy	大陆哲学

contingent	队伍

continuation	延续

continue	继续

continuity	连续性

contract	合同

contract_killer	合同杀手

contraction	收缩

contractor	承包商

contrary	相反

contrast	对比

contribution	贡献

contributor	贡献者

control	控制

control_chart	控制图

control_group	控制组

control_mechanism	控制机制

control_order	控制命令

control_panel	控制面板

control_room	控制室

control_theory	控制理论

control_tower	控制塔

controlled_substance	管制物质

controller	调节器

controversy	争议

convenience	方便

convenience_food	方便食品

convenience_store	便利店

convention	惯例

convention_state	约定状态

conversation	会话

conversation_piece	谈话片

conversion	转变

conversion_rate	兑换率

convert	兑换

convict	定罪

conviction	信念

convictions	信念

convoy	护航

cook	厨师

cook_book	烹饪书

cooking	烹饪

cooking_oil	食用油

cooking_pot	烹饪锅

cool	凉

cooling	冷却

cooling_tower	冷却塔

cooper	库珀

cooperation	合作

cooperative	合作社

coordinate	坐标

coordinate_system	坐标系

coordination	协调

coordination_compound	配位化合物

coordination_number	协调号

coordinator	协调

cop	警察

cope	应付

copper	铜

cops	警察

copy	复制

copy_boy	复制男孩

copy_editor	复制编辑器

copy_protection	复制保护

copyright	版权

coral	珊瑚

cord	绳

core	核心

core_constituency	核心选区

core_curriculum	核心课程

core_dump	核心转储

core_inflation	核心通货膨胀

core_temperature	核心温度

cork	软木

corn	玉米

corn_dog	玉米狗

corn_exchange	玉米交易所

corn_oil	玉米油

corner	角

corner_flag	角旗

corner_kick	角球

corner_office	角落办公室

corner_shop	街头小店

corner_store	街角商店
